Year,Holiday,1.0
Year,Snap_up,0.0023299442243423117
Year,Food_Revenue,0.13465726292797284
Year,Hobbies_Revenue,0.18004771879752957
Year,Household_Revenue,0.20194747516848105
Year,Total_Revenue,0.19665458881156747
Holiday,Snap_up,0.011271728362081882
Holiday,Food_Revenue,0.11615754057251318
Holiday,Hobbies_Revenue,0.11745005392719492
Holiday,Household_Revenue,0.14278891404169924
Holiday,Total_Revenue,0.10207848219465405
Snap_up,Food_Revenue,0.18094253013491035
Snap_up,Hobbies_Revenue,0.05313011074641532
Snap_up,Household_Revenue,0.06696895788806395
Snap_up,Total_Revenue,0.1215640263565405
Food_Revenue,Hobbies_Revenue,0.29200718087662514
Food_Revenue,Household_Revenue,0.3448866446622826
Food_Revenue,Total_Revenue,0.4036826802693557
Hobbies_Revenue,Household_Revenue,0.35675005894786926
Hobbies_Revenue,Total_Revenue,0.349728183336492
Household_Revenue,Total_Revenue,0.3867706184661521
